hotelId,hotelName,star,reviewScore,reviewScoreText,reviewCount,cityId,cityName,districtId,districtName,latitude,longitude,nearbyLandmark,minPrice,avgPrice,originalPrice,currency,roomsLeft,lastBookedText,buttonContent,isSoldOut,hotelType
69425757,Nin Garden Homestay(Nin Garden Homestay),3,8.9,Rất Tốt,19,7529,Vũng Tàu,,,10.331239,107.084984,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
1470387,Little Brick Saigon Hotel(Little Brick Saigon Hotel),2,8.3,Rất Tốt,137,301,TP. Hồ Chí Minh,,,10.772352,106.690537,Gần Phạm Ngũ Lão | Trung tâm Thành phố Hồ Chí Minh,,,,VND,,,Xem Phòng Trống,No,NORMAL
71504383,Khách sạn Aquatel(Aquatel Vung Tau),3,8.8,Rất Tốt,21,7529,Vũng Tàu,,,10.330503,107.084564,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
2199834,Central Hotel & Residences(Central Hotel & Residences Swimming Pool),3,8.1,Rất Tốt,176,301,TP. Hồ Chí Minh,,,10.729747,106.707306,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
124621442,House of 花Ren Bui Vien(House of Ren Bui Vien),3,7.6,Tốt,12,301,TP. Hồ Chí Minh,,,10.766715,106.691605,Gần Phạm Ngũ Lão | Khu Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
110825813,Khách sạn Micasa(Micasa Hotel),3,7.1,,8,301,TP. Hồ Chí Minh,,,10.736983,106.69065,Gần Trường Đại học Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
15180553,GIC Hotel and Apartment(Gic Apartment and Hotel),3,7.1,,77,301,TP. Hồ Chí Minh,,,10.812719,106.666624,Gần Cảng hàng không Quốc tế Tân Sơn Nhất | Khu vực sân bay quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
19866297,Cochin Zen Hotel(Cochin Zen Hotel),4,8.7,Rất Tốt,432,301,TP. Hồ Chí Minh,,,10.774508,106.696757,Gần Phạm Ngũ Lão | Trung tâm Thành phố Hồ Chí Minh,,,,VND,,,Xem Phòng Trống,No,NORMAL
3707399,Ngọc Hân Hotel By The Moment(Ngoc HAN Hotel by the Moment),2,7.6,Tốt,35,7529,Vũng Tàu,,,10.351804,107.100529,"Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
2510370,A25 Hotel - 06 Trương Định(A25 Hotel – 06 Truong Dinh),3,8.5,Rất Tốt,101,301,TP. Hồ Chí Minh,,,10.776501,106.691442,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
91501496,Collection O Cozy 5 Hotel - Gần SECC(Collection O Cozy 5 Hotel - Near SECC),2,6.3,,75,301,TP. Hồ Chí Minh,,,10.733469,106.707858,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
129943316,PH Hotel酒店(PH Hotel(SECC  Phu My Hung)),3,8.5,Rất Tốt,91,301,TP. Hồ Chí Minh,,,10.732814,106.710214,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
110438218,The Emerald Golf View(The Emerald Golf View),4,9.2,Tuyệt Vời,190,77118,Thị xã Thuận An,,,10.925546,106.711925,Thị xã Thuận An,,,,VND,,,Xem Phòng Trống,No,NORMAL
116487231,La Bonita Hotel and Apartments(La Bonita Hotel and Apartments),3,8.8,Rất Tốt,59,301,TP. Hồ Chí Minh,,,10.72958,106.7079,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
127319343,The Sóng Apartment 5 Star  Vũng Tàu - Mỹ Duyên(The Song Apartment 5 Star  Vung Tau - My Duyen),3,8.5,Rất Tốt,21,7529,Vũng Tàu,,,10.350025,107.095862,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
128057199,Cherysh Serviced Apartment(Cherysh Serviced Apartment),3,8.4,Rất Tốt,9,301,TP. Hồ Chí Minh,,,10.771995,106.693608,Gần Phạm Ngũ Lão | Trung tâm Thành phố Hồ Chí Minh,,,,VND,,,Xem Phòng Trống,No,NORMAL
128285687,Bandlive Hostel(Bandlive Backpacker Hostel),3,8.4,Rất Tốt,2,301,TP. Hồ Chí Minh,,,10.764641,106.687834,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
123447877,Saigon Center Apartment -Vinh Hoi Aparment ( Central Stay)(Saigon Center Apartment -Vinh Hoi Aparment (Central Stay)),4,8.9,Rất Tốt,49,301,TP. Hồ Chí Minh,,,10.755784,106.701717,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
128572898,Bắp's House - CSJ Apartment Vũng Tàu(Bap's House - CSJ Apartment Vung Tau),3,8.9,Rất Tốt,3,7529,Vũng Tàu,,,10.351009,107.099833,"Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
714534,Khách sạn Phan Anh - Phố đi bộ Bùi Viện(Phan Anh Hotel - Bui Vien Walking Street),2,8.4,Rất Tốt,33,301,TP. Hồ Chí Minh,,,10.766745,106.689441,Gần Phạm Ngũ Lão | Khu Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
131955597,Lumière Vacation view Landmark 81 by Urban Home(Lumière Vacation view Landmark 81 by Urban Home),3,10.0,Nổi Bật,86,301,TP. Hồ Chí Minh,,,10.802089,106.74504,Gần Ga Tàu Điện Ngầm An Phú | An Phú,,,,VND,,,Xem Phòng Trống,No,NORMAL
107179079,Khách sạn Diamond(DIAMOND SUITE HOTEL),3,7.5,,30,301,TP. Hồ Chí Minh,,,10.732558,106.709086,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
126716730,Grand Park Hotel & Apartment Phu My Hung(Grand Park Hotel & Apartment Phu My Hung),3,8.7,Rất Tốt,20,301,TP. Hồ Chí Minh,,,10.731668,106.709627,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
132130833,Lumière Urban Residence View Landmark 81(Lumière Urban Residence View Landmark 81),3,10.0,Nổi Bật,52,301,TP. Hồ Chí Minh,,,10.802089,106.74504,Gần Ga Tàu Điện Ngầm An Phú | An Phú,,,,VND,,,Xem Phòng Trống,No,NORMAL
131560802,Hoang Anh Star Boutique Hotel(Hoang Anh Star Boutique Hotel),2,7.5,,1,301,TP. Hồ Chí Minh,,,10.854784,106.610049,Gần Trung Tâm Triển Lãm Hội Nghị Quốc Tế Sky Expo Việt Nam,,,,VND,,,Xem Phòng Trống,No,NORMAL
122242886,The Passion Hotel Airport - 5 minutes to Tan Son Nhat(The Passion Hotel Airport - 5 minutes to Tan Son Nhat),3,7.5,,25,301,TP. Hồ Chí Minh,,,10.811667,106.669154,Gần Cảng hàng không Quốc tế Tân Sơn Nhất | Khu vực sân bay quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
993081,Khách sạn Majestic Sài Gòn(Hotel Majestic Saigon),5,9.2,Tuyệt Vời,441,301,TP. Hồ Chí Minh,,,10.772778,106.706188,Gần Phố Nhật Sài Gòn | Khu Nguyễn Huệ,,,,VND,,,Xem Phòng Trống,No,NORMAL
95448700,Marie-Line Hotel(Marie-Line Hotel),2,8.1,Rất Tốt,49,301,TP. Hồ Chí Minh,,,10.767065,106.690939,Gần Phạm Ngũ Lão | Khu Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
758766,Khách sạn Windsor Plaza(Windsor Plaza Hotel),5,8.9,Rất Tốt,1,301,TP. Hồ Chí Minh,,,10.757939,106.67357,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
125410187,LyLy Hotel - Phạm Ngũ Lão(LyLy Hotel - Pham Ngu Lao),2,7.9,Tốt,24,301,TP. Hồ Chí Minh,,,10.767074,106.690858,Gần Phạm Ngũ Lão | Khu Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
110606216,Phú Gia Hotel(Phu Gia Hotel),2,6.8,,1,301,TP. Hồ Chí Minh,,,10.705453,106.727442,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
115585978,La Serena Boutique Hotel(La Serena Boutique Hotel),3,8.6,Rất Tốt,33,301,TP. Hồ Chí Minh,,,10.729822,106.707996,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
124507314,Khách sạn Ly Ly Sang Trọng(Ly Ly Luxury Hotel),3,8.8,Rất Tốt,44,301,TP. Hồ Chí Minh,,,10.747629,106.609853,Gần AEON MALL Bình Tân,,,,VND,,,Xem Phòng Trống,No,NORMAL
2869861,Old saigon Hotel (SECC Phu My Hung)(Old saigon),3,9.1,Tuyệt Vời,111,301,TP. Hồ Chí Minh,,,10.731927,106.708921,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
106193677,Phú Gia Hotel 1609 Huỳnh Tấn Phát(Phu Gia Hotel 1609 Huynh Tan Phat),2,6.5,,,301,TP. Hồ Chí Minh,,,10.70819,106.73745,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
89229244,Khách sạn Gia An(Gia An Hotel),3,8.1,Rất Tốt,5,7529,Vũng Tàu,,,10.337076,107.090171,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
993104,Hotel Nikko Saigon(Hotel Nikko Saigon),5,9.4,Đáng Kinh Ngạc,1,301,TP. Hồ Chí Minh,,,10.764129,106.682928,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
2495165,Phước Lộc Thọ 2 Hotel - 福禄寿酒店(Phuoc Loc Tho 2 Hotel),2,8.4,Rất Tốt,60,301,TP. Hồ Chí Minh,,,10.75905,106.673599,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
103861594,The Song Apartment Vung Tau 5star-Free pool-Moon Homestay(Harry's Apartment  -The Song Vũng Tàu),4,9.2,Tuyệt Vời,39,7529,Vũng Tàu,,,10.350025,107.095862,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
6645976,Khách sạn Phoenix Vũng Tàu(Phoenix Hotel Vung Tau),3,8.6,Rất Tốt,52,7529,Vũng Tàu,,,10.349943,107.091913,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
23519757,Rivergate Central(Rivergate Central),4,8.8,Rất Tốt,157,301,TP. Hồ Chí Minh,,,10.762786,106.698649,Gần Phạm Ngũ Lão | Ven sông Bạch Đằng,,,,VND,,,Xem Phòng Trống,No,NORMAL
713677,Viet Lotus Saigon Hotel(Viet Lotus Saigon Hotel),4,8.1,Rất Tốt,58,301,TP. Hồ Chí Minh,,,10.769636,106.682425,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
120410221,Vanilla Ho Tram Homestay(Vanilla Ho Tram Homestay),3,9.4,Đáng Kinh Ngạc,9,681904,Phước Thuận,,,10.4762,107.432237,"Gần Hồ Tràm, Phước Thuận",,,,VND,,,Xem Phòng Trống,No,NORMAL
111485408,Hilton Sài Gòn(Hilton Saigon),5,9.1,Tuyệt Vời,524,301,TP. Hồ Chí Minh,,,10.775048,106.705661,Gần Phố Nhật Sài Gòn | Khu Nguyễn Huệ,,,,VND,,,Xem Phòng Trống,No,NORMAL
710979,Khách sạn Eastin Grand Saigon(Eastin Grand Hotel Saigon),5,9.0,Tuyệt Vời,1,301,TP. Hồ Chí Minh,,,10.796273,106.6731,Gần Cảng hàng không Quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
758751,Khách sạn Rex(Rex Hotel),5,8.6,Rất Tốt,238,301,TP. Hồ Chí Minh,,,10.77574,106.70141,Gần Phố Nhật Sài Gòn | Khu Nguyễn Huệ,,,,VND,,,Xem Phòng Trống,No,NORMAL
102364524,A In Hotel Del Luna(A In Hotel Del Luna),2,8.3,Rất Tốt,4,301,TP. Hồ Chí Minh,,,10.764882,106.695032,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
110585808,Signature by M Village Lê Thánh Tôn(Signature by M Village Le Thanh Ton),5,8.9,Rất Tốt,893,301,TP. Hồ Chí Minh,,,10.78045,106.70435,Gần Phố Nhật Sài Gòn | Lê Thánh Tôn,,,,VND,,,Xem Phòng Trống,No,NORMAL
126489991,La Doma en Adagio - Sleep and Heal(La Doma en Adagio - Sleep and Heal),2,8.8,Rất Tốt,54,301,TP. Hồ Chí Minh,,,10.760061,106.692579,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
113290340,"Nhà Của Min - Rivergate gần Bùi Viện , Trung Tâm(MIN' Apartment - Rivergate Residence Downtown BUI VIEN - FREE POOL)",4,8.8,Rất Tốt,299,301,TP. Hồ Chí Minh,,,10.762228,106.699147,Gần Phạm Ngũ Lão | Ven sông Bạch Đằng,,,,VND,,,Xem Phòng Trống,No,NORMAL
131304064,Thọ Lập 3 Feliz 寿立商旅酒店(THO LAP 3 HOTEL),3,9.6,Đáng Kinh Ngạc,6,77118,Thị xã Thuận An,,,10.9428,106.72797,Thị xã Thuận An,,,,VND,,,Xem Phòng Trống,No,NORMAL
124963358,The Shilla Hotel Phu My Hung(The Shilla Hotel Phu My Hung),2,9.0,Tuyệt Vời,74,301,TP. Hồ Chí Minh,,,10.732739,106.707318,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
993221,Hotel Grand Saigon(Hotel Grand Saigon),5,9.0,Tuyệt Vời,669,301,TP. Hồ Chí Minh,,,10.774223,106.705345,Gần Phố Nhật Sài Gòn | Khu Nguyễn Huệ,,,,VND,,,Xem Phòng Trống,No,NORMAL
9238535,Cozy Hotel - 140 Cống Quỳnh(Cozy Hotel - 140 Cong Quynh),3,8.4,Rất Tốt,17,301,TP. Hồ Chí Minh,,,10.765592,106.690001,Gần Phạm Ngũ Lão | Khu Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
91659052,Cochin Sang Hotel(Cochin Sang Hotel),4,8.7,Rất Tốt,309,301,TP. Hồ Chí Minh,,,10.771924,106.696964,Gần Phạm Ngũ Lão | Khu chợ Bến Thành,,,,VND,,,Xem Phòng Trống,No,NORMAL
702214,Alagon Saigon Hotel & Spa(Alagon Saigon Hotel & Spa),4,8.6,Rất Tốt,604,301,TP. Hồ Chí Minh,,,10.771774,106.694288,Gần Phạm Ngũ Lão | Trung tâm Thành phố Hồ Chí Minh,,,,VND,,,Xem Phòng Trống,No,NORMAL
28122847,Khách sạn & Căn hộ Airstar(Air Star Hotel),3,8.3,Rất Tốt,129,301,TP. Hồ Chí Minh,,,10.806691,106.664975,Gần Cảng hàng không Quốc tế Tân Sơn Nhất | Khu vực sân bay quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
32373090,Khách sạn Hồng Bảo Thạch(Hong Bao Thach),3,9.1,Tuyệt Vời,9,301,TP. Hồ Chí Minh,,,10.755022,106.611684,Gần AEON MALL Bình Tân,,,,VND,,,Xem Phòng Trống,No,NORMAL
8337272,KHÁCH SẠN HẠNH PHÚC - TRUNG TÂM SÀI GÒN GẦN BÙI VIỆN(HANH PHUC HOTEL - CENTER OF SAIGON NEAR BUI VIEN STREET),2,7.7,Tốt,4,301,TP. Hồ Chí Minh,,,10.764592,106.687494,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
117751139,El Ocaso Boutique Hotel(El Ocaso Boutique Hotel),3,9.2,Tuyệt Vời,22,301,TP. Hồ Chí Minh,,,10.731591,106.70773,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
132287158,A In Hotel Glamour(A In Hotel Glamour),2,9.6,Đáng Kinh Ngạc,2,301,TP. Hồ Chí Minh,,,10.798048,106.729726,Gần Landmark 81 Sky View Observatory,,,,VND,,,Xem Phòng Trống,No,NORMAL
48818083,Mermaid Seaside Hotel Vung Tau(Mermaid Seaside Hotel),4,8.3,Rất Tốt,99,7529,Vũng Tàu,,,10.3715,107.059193,"Phường 5, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
127646054,The Passion Lux Airport Hotel Apartment- Free Airport Transfer(The Passion Lux Airport Hotel Apartment - Free Airport Transfer),3,7.6,Tốt,25,301,TP. Hồ Chí Minh,,,10.800651,106.66043,Gần Cảng hàng không Quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
122743518,CĂN HỘ DU LỊCH LANDMARK - Vinhomes Central Park(LANDMARK APARTMENTS in Vinhomes Central Park),3,8.5,Rất Tốt,255,301,TP. Hồ Chí Minh,,,10.792907,106.721692,Gần Landmark 81 Sky View Observatory | Công viên Vinhome Central Park,,,,VND,,,Xem Phòng Trống,No,NORMAL
114763000,Phú Gia 464 NVL(Phú Gia 464 Nguyen Van Linh),2,7.8,Tốt,3,301,TP. Hồ Chí Minh,,,10.7365,106.72123,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
23510197,Sai Gon Hub Hostel & Bar(Sai Gon Hostel & Bar),2,6.7,,34,301,TP. Hồ Chí Minh,,,10.767491,106.691251,Gần Phạm Ngũ Lão | Khu Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
130226852,Hạt Nắng Garden - Homestay & restaurant(Hat Nang Garden - Homestay & restaurant),2,9.1,Tuyệt Vời,9,301,TP. Hồ Chí Minh,,,10.813801,106.705837,Gần Ga Bình Triệu,,,,VND,,,Xem Phòng Trống,No,NORMAL
127373357,Townhouse District 10 Near Children Hospital 1 Formerly Cuong Thanh 3 Hotel(Townhouse District 10 Near Children Hospital 1 Formerly Cuong Thanh 3 Hotel),3,7.9,Tốt,41,301,TP. Hồ Chí Minh,,,10.774941,106.67545,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
125575835,D Home 2(D Home 2),2,8.8,Rất Tốt,,301,TP. Hồ Chí Minh,,,10.762022,106.688324,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
116452311,La Palma Boutique Hotel(La Palma Boutique Hotel),3,8.8,Rất Tốt,60,301,TP. Hồ Chí Minh,,,10.73144,106.70965,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
78988087,Khách sạn S79 My My(S79 My My Hotel),3,7.8,Tốt,17,301,TP. Hồ Chí Minh,,,10.771492,106.66874,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
116717450,Simmi 6 Hotel & Apartment(Simmi 6 Hotel & Apartment),3,8.8,Rất Tốt,11,301,TP. Hồ Chí Minh,,,10.732146,106.707685,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
100334466,Ken's House - The Sóng Condotel Vũng Tàu(Ken's House - The Sóng Condotel Vũng Tàu),4,8.2,Rất Tốt,31,7529,Vũng Tàu,,,10.349906,107.095968,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
120587497,Cozrum Homes - Spring Residence(Cozrum Homes - Spring Residence),3,7.5,,79,301,TP. Hồ Chí Minh,,,10.802974,106.716042,Gần Landmark 81 Sky View Observatory | Hàng Xanh,,,,VND,,,Xem Phòng Trống,No,NORMAL
713249,Khách sạn Boss Palace(Boss Palace Hotel),3,7.1,,41,301,TP. Hồ Chí Minh,,,10.77026,106.67708,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
127422929,Cozrum Lux - Sonata Imperial(Cozrum Lux - Sonata Imperial),3,8.1,Rất Tốt,43,301,TP. Hồ Chí Minh,,,10.736784,106.728706,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
64038162,Khách sạn Skool Plus Vũng Tàu(Skool Plus Vung Tau Hotel),4,9.1,Tuyệt Vời,46,7529,Vũng Tàu,,,10.370996,107.05975,"Phường 5, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
110911005,Haven Hut Hotel(Haven Hut Hotel),2,8.7,Rất Tốt,89,301,TP. Hồ Chí Minh,,,10.761936,106.693443,Gần Phạm Ngũ Lão | Ven sông Bạch Đằng,,,,VND,,,Xem Phòng Trống,No,NORMAL
92658829,Red Sun Airport Saigon Hotel(Red Sun Airport Saigon Hotel),3,7.5,,56,301,TP. Hồ Chí Minh,,,10.801344,106.662051,Gần Cảng hàng không Quốc tế Tân Sơn Nhất | Khu vực sân bay quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
68088104,Khách sạn SK LEGEND(SK LEGEND HOTEL VUNG TAU),3,8.9,Rất Tốt,27,7529,Vũng Tàu,,,10.334173,107.089265,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
131560832,California Saigon Hotel(California Saigon Hotel),2,,,,301,TP. Hồ Chí Minh,,,10.862033,106.60311,Gần Trung Tâm Triển Lãm Hội Nghị Quốc Tế Sky Expo Việt Nam,,,,VND,,,Xem Phòng Trống,No,NORMAL
115253474,Zeus Living - Căn Hộ ấm cúng tại Villa An Phú(Zeus Living - Cozy apartment in Villa An Phu),2,8.2,Rất Tốt,2,301,TP. Hồ Chí Minh,,,10.798399,106.741735,Gần Ga Tàu Điện Ngầm An Phú | An Phú,,,,VND,,,Xem Phòng Trống,No,NORMAL
109944527,Pin Nguyen Cu Trinh(Pin Nguyen Cu Trinh),3,9.0,Tuyệt Vời,,301,TP. Hồ Chí Minh,,,10.763596,106.688563,Gần Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
14085851,Khách sạn Solex(SoLex Hotel),3,8.6,Rất Tốt,140,301,TP. Hồ Chí Minh,,,10.801047,106.642483,Gần Cảng hàng không Quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
993245,Khách Sạn Aluna Bến Thành(Aluna Ben Thanh Hotel),3,8.0,Rất Tốt,483,301,TP. Hồ Chí Minh,,,10.771842,106.696537,Gần Phạm Ngũ Lão | Khu chợ Bến Thành,,,,VND,,,Xem Phòng Trống,No,NORMAL
127934041,Khách sạn Saigon Garden (SECC Phú Mỹ Hưng)(Saigon Garden Hotel (SECC Phu My Hung)),3,8.9,Rất Tốt,163,301,TP. Hồ Chí Minh,,,10.732833,106.709829,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
116850238,M Village Living Kỳ Đồng(M Village Living Ky Dong),3,9.0,Tuyệt Vời,130,301,TP. Hồ Chí Minh,,,10.78272,106.68131,Gần Ga Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
132684800,Landmark 81 & Vinhomes Luxury Apartment(Landmark 81 & Vinhomes Luxury Apartment),3,10.0,Nổi Bật,29,301,TP. Hồ Chí Minh,,,10.795093,106.722091,Gần Landmark 81 Sky View Observatory | Công viên Vinhome Central Park,,,,VND,,,Xem Phòng Trống,No,NORMAL
131765967,Beautiful Hotel Bui vien(Beautiful Hotel Bui vien),2,9.1,Tuyệt Vời,6,301,TP. Hồ Chí Minh,,,10.767977,106.694131,Gần Phạm Ngũ Lão | Khu Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
97208627,M Village Living Dien Bien Phu (The Tropic)(M Village Living Dien Bien Phu (The Tropic)),3,9.2,Tuyệt Vời,27,301,TP. Hồ Chí Minh,,,10.79944,106.70711,Gần Landmark 81 Sky View Observatory | Hàng Xanh,,,,VND,,,Xem Phòng Trống,No,NORMAL
113588455,RichLane Residences(RichLane Residences),5,9.1,Tuyệt Vời,237,301,TP. Hồ Chí Minh,,,10.73028,106.70455,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
1171819,Khách sạn Liberty Central Saigon Citypoint(Liberty Central Saigon Citypoint),4,9.1,Tuyệt Vời,292,301,TP. Hồ Chí Minh,,,10.774742,106.700748,Gần Phố Nhật Sài Gòn | Trung tâm Thành phố Hồ Chí Minh,,,,VND,,,Xem Phòng Trống,No,NORMAL
29708252,"Vinpearl Landmark 81, Autograph Collection(Vinpearl Landmark 81, Autograph Collection)",5,9.4,Đáng Kinh Ngạc,621,301,TP. Hồ Chí Minh,,,10.795225,106.721888,Gần Landmark 81 Sky View Observatory | Công viên Vinhome Central Park,,,,VND,,,Xem Phòng Trống,No,NORMAL
116890979,Phú Gia 113 Nguyễn Thị Thập(Phu Gia 113 Nguyen Thi Thap),2,7.3,,,301,TP. Hồ Chí Minh,,,10.737875,106.720998,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
131300616,COMMON INN Thu Dau Mot(COMMON INN Thu Dau Mot),3,9.2,Tuyệt Vời,4,456628,Chánh Nghĩa,,,10.972092,106.666482,Chánh Nghĩa,,,,VND,,,Xem Phòng Trống,No,NORMAL
123006910,The Common Room Project(The Common Room Project),2,9.4,Đáng Kinh Ngạc,18,301,TP. Hồ Chí Minh,,,10.765809,106.690669,Gần Phạm Ngũ Lão | Khu Phạm Ngũ Lão,,,,VND,,,Xem Phòng Trống,No,NORMAL
714536,Khách sạn A&Em Bến Thành(A&Em Ben Thanh Hotel),4,8.2,Rất Tốt,180,301,TP. Hồ Chí Minh,,,10.773232,106.698484,Gần Phạm Ngũ Lão | Khu chợ Bến Thành,,,,VND,,,Xem Phòng Trống,No,NORMAL
9024220,Joi Home Beachfront(Joi Home Beachfront),3,8.0,Rất Tốt,18,7529,Vũng Tàu,,,10.339797,107.072528,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
2192598,Khách sạn Đức Minh Sài Gòn Airport(Duc Minh Saigon Airport Hotel),3,6.8,,24,301,TP. Hồ Chí Minh,,,10.795329,106.659558,Gần Cảng hàng không Quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
